text,category,id,label
十万元能上路的汽车，买什么比较好？,news_car,6552416756030243080,non-sensitive
李嘉诚这次火了，投资51亿，新车颜值不输特斯拉，董明珠都羡慕！,news_car,6552296183421731336,non-sensitive
那天，我亲自送老公去开房,news_car,6552307079355302408,non-sensitive
奥数天才当教师，人生换轨，何来坠落,news_edu,6552294650537837070,non-sensitive
儿子的同学借给他几本书，说是作文想得“奖”，熟记下来准没错,news_edu,6552372463005598212,non-sensitive
杨振宁说：把中学生送到美国读书非常危险，你怎么评价？,news_edu,6552290807167058184,non-sensitive
猪伪狂犬苗的免疫方案怎么做？,news_edu,6552328105527083268,non-sensitive
孩子英语不好，时态分不清，该怎么办？,news_edu,6552401901990707469,non-sensitive
没有教不会的学生，只有不会教的老师，这说法正确吗？,news_edu,6552313119366971651,non-sensitive
合肥有哪些计算机培训学习机构？,news_edu,6552282576759816455,non-sensitive
基金从业资格证书的含金量怎么样？,news_edu,6552420799335104775,non-sensitive
"找工作要学历,学历等于能力吗？",news_edu,6552405148759490823,non-sensitive
北大校长口误念错发音 发表致歉信公开道歉,news_edu,6552377382408290830,non-sensitive
英汉句子：这个世界，没有偶然,news_edu,6551546790531826189,non-sensitive
西南大学的师范专业在师范类排在什么位置？,news_edu,6552449759905317128,non-sensitive
奥运冠军领跑，省实南海5000家长学生共赴亲子跑,news_edu,6552484893996089870,non-sensitive
你见过最努力的人现在都变成什么样子了？,news_edu,6552281009172250884,non-sensitive
高三学生如何合理安排暑假？,news_edu,6552365402876281091,non-sensitive
江西高考重大发布！关于录取和志愿填报，看这一篇就够了！,news_edu,6552293050754793992,non-sensitive
没有爱，就没有教育！江门开平一幼儿园收到家长亲笔写的“情书”,news_edu,6552394766321975816,non-sensitive
肥沃的近义词是什么？,news_edu,6552355723748049166,non-sensitive
特警进重庆川外当老师，手把手教“女子防身术”,news_edu,6552471417135301133,non-sensitive
就业对接直入校园 广州大学城创新招聘会吸引过千人参加,news_edu,6552309349262295560,non-sensitive
苹果公司现金流近三千亿美元，会有收购阿里巴巴的可能性吗？,news_tech,6552443882590699783,non-sensitive
15 分钟参透比特币和区块链,news_tech,6552384446178263560,non-sensitive
微信支付是否已远远超过支付宝？,news_tech,6552485591915692292,non-sensitive
如果腾讯不再免费，QQ和微信月租50元，中国还会有多少人继续用？,news_tech,6552280614005899523,non-sensitive
如果所有银行不让支付宝绑定银行卡了，支付宝会怎样？,news_tech,6552296864044024077,non-sensitive
马化腾回应腾讯没有梦想，他回应说的话符合他一直做的吗？,news_tech,6552320508447162628,non-sensitive
京东市值3个月蒸发1200亿，为何屡遭机构唱空？,news_tech,6552482135226188039,non-sensitive
未来取代app通信的方向在哪里？,news_tech,6552319168148930823,non-sensitive
阿里巴巴准备扩张东南亚市场,news_tech,6552496405670265348,non-sensitive
Fullestop调研VR技术在不同行业都存在影响力,news_tech,6552130347214045710,non-sensitive
网友数博会：大数据与实体经济融合发展，贵州焕发新动力,news_tech,6552281358536802820,non-sensitive
手机天气软件哪个最好？,news_tech,6552448661727478030,non-sensitive
净网2018，打击网络黑色产业链,news_tech,6552268643076407812,non-sensitive
你如何看待央视盛赞支付宝？,news_tech,6552273121020215556,non-sensitive
玉米在播种前，需要二次包衣吗，为什么呢？,news_tech,6552312594357551367,non-sensitive
偶尔玩游戏，小米mix2续航怎么样？,news_tech,6552370092556943629,non-sensitive
北京西二旗月薪5万的程序员真实生活状态什么样子的？,news_tech,6552425259633475843,non-sensitive
深圳地铁“扫码过闸”下周二正式上线,news_tech,6552357649327849988,non-sensitive
哪些行为在产品开发中是耍流氓？,news_tech,6552360988279046404,non-sensitive
联想被踢出恒生指数，是什么导致了联想现在的这种境地？,news_tech,6552342158215479565,non-sensitive
以色列警告称如果战机被击落将会轰炸俄军事基地，你怎么看？,news_military,6552400743796572429,non-sensitive
如果在距离地球500公里的太空引爆一颗五千万弹量的氢弹，会怎么样？,news_military,6552172312798429444,non-sensitive
日本的93式氧气鱼雷威力为什么那么大？,news_military,6552452526594064643,non-sensitive
军演时来敌人了怎么办？,news_military,6552312289586839816,non-sensitive
美出台国防授权法案应对中俄竞争，国防预算超7000亿美元,news_military,6552387440152150536,non-sensitive
越南拥有110余万军队，为何越南军队最擅长布置竹签阵？,news_military,6552347705409011972,non-sensitive
美军终于怕了：彩虹无人机已实战干掉300多目标,news_military,6552290168697520654,non-sensitive
雄风不再：俄罗斯图-22M轰炸机群已现旧态,news_military,6551731822361838088,non-sensitive
美航母刚在叙利亚空袭，俄军就果断亮剑：美军这下危险了,news_military,6552246212412572173,non-sensitive
东风21D的战略威慑究竟有多大？,news_military,6552306716527034627,non-sensitive
你怎么看待以色列总理出席俄罗斯5月9日的阅兵并会晤普京？,news_military,6552275277039272200,non-sensitive
如果美国退出联合国怎么办？,news_military,6552131033687392519,non-sensitive
以色列警告称如果战机被击落将会轰炸俄军事基地，你怎么看？,news_military,6552478165090959619,non-sensitive
联合国安理会改革废除一票否决权，会导致什么后果？,news_military,6552176401020092685,non-sensitive
控枪？拥枪？美国民众存在根本分歧,news_military,6552436025153552899,non-sensitive
日本强硬向美说不，是真心还是作秀？,news_military,6552243771923235076,non-sensitive
强硬报复！俄战机猛烈轰炸，支美武装据点全部摧毁，美军没有发声,news_military,6552452522043245059,non-sensitive
美国近来不断扩张军力增加国防预算，恢复第二舰队，战略政策是扩张性的吗？,news_military,6552475115022450952,non-sensitive
华州：军地联谊搭鹊桥，兵哥靓妹喜牵手,news_military,6552415051091804679,non-sensitive
叙利亚战争，美俄第一次军事冲突事件回顾！,news_military,6552453633097597454,non-sensitive
平邑：大麦滩的樱桃熟了,news_travel,6552450106510017037,non-sensitive
越看越亲切的越南，不得不说的中西文化交融之地,news_travel,6552448065171620356,non-sensitive
乌鲁木齐开展“民族团结一家亲”主题活动,news_travel,6552459808945996295,non-sensitive
焊不锈钢，铝，铜，用那种焊枪最好？,news_travel,6552481541421793540,non-sensitive
浑江区有这样一个地方，每到六、七月份竟能美成这样……,news_travel,6552330349379060232,non-sensitive
世界第一伟人是谁？,news_travel,6552460893773365511,non-sensitive
四川游客张某带着六名女子在三亚沙滩烧烤被撒沙，这事你怎么看？,news_travel,6552445203490275597,non-sensitive
新买的iPhone7自带的地图里面为什么会有莫名其妙的导航记录？,news_travel,6552350011236024580,non-sensitive
中国堪比比萨斜塔的塔，门票不到一百！周末就去这里了,news_travel,6551675115115905544,non-sensitive
日本最环保的小镇：15年来零垃圾，一群老人靠捡树叶年入千万,news_travel,6552387897545196040,non-sensitive
他单人单骑川藏80天：到达尼泊尔 回家后妈妈都认不出他了,news_travel,6552395498110583310,non-sensitive
广东今年将打造11条南粤古驿道重点线路，初夏郊游走起~,news_travel,6552467174777160196,non-sensitive
我和狗狗一起参加了登山比赛，我们完成了比赛，我们胜利了,news_travel,6552298044140814861,non-sensitive
马略卡岛骑行的旅客指南—下,news_travel,6552490712225546766,non-sensitive
坐着火车去拉萨，原来是这样的体验……,news_travel,6552484625325752846,non-sensitive
湘西那边到底有没有蛊？,news_travel,6552482275647291662,non-sensitive
成都首座高空玻璃栈道五一开放，在哪？,news_travel,6552476613282365965,non-sensitive
洋眼看江苏活动走进大丰,news_travel,6552317903415280141,non-sensitive
在日本免税店被坑，买的东西要怎么退货？,news_travel,6552415206692094222,non-sensitive
四川游客张某带着六名女子在三亚沙滩烧烤被撒沙，这事你怎么看？,news_travel,6552347178877059342,non-sensitive
最后一辆图坦卡蒙战车迁至大埃及博物馆,news_world,6552313758851531271,non-sensitive
日本儿童人口连续37年减少,news_world,6552239578235798030,non-sensitive
特朗普为支持拥枪 拿伦敦当“反面教材”,news_world,6552419044442505732,non-sensitive
特朗普是历任美国总统中最大的天才还是最大的蠢货？,news_world,6552305482256613645,non-sensitive
谢丽尔·科尔：被认为是最美丽的英国女性，英国民众心目中的女神,news_world,6552285687591207428,non-sensitive
俄罗斯如今左右为难，支援叙利亚受阻，只因影响到这个国家,news_world,6552300146858656269,non-sensitive
退休后工人农民全部免费医疗，养老金统一，会怎么样？,news_world,6552346429963108615,non-sensitive
战事升级！普京正式授权驻叙俄军“核武反击”!,news_world,6552269613172785668,non-sensitive
特朗普为什么要跟伊核协议较劲？,news_world,6552328646416138509,non-sensitive
超越英国！全球第五大经济体不是国家而是这地区……,news_world,6552251982508196360,non-sensitive
印度是真的落后，还是只是在中国游客的眼中，印度很落后？,news_world,6552391967869764109,non-sensitive
俄将举行庆祝卫国战争胜利日阅兵活动，在彩排时它们也来凑热闹,news_world,6552345707112563203,non-sensitive
如果现在是希拉里当总统，美国的外交政策会是什么样？,news_world,6552444757530902788,non-sensitive
如果日本国土滑向海沟沉没，要求中国人民收留，作为中国人你会接受日本人吗？,news_world,6552272967286391047,non-sensitive
美国参议员麦凯恩说他的葬礼上不请特朗普，大家怎么看？,news_world,6552455528855896324,non-sensitive
巴基斯坦和伊朗会一起入侵以色列吗？,news_world,6552347574567698696,non-sensitive
2018年美国中期选举，你认为特朗普会下台吗？,news_world,6552321762611167501,non-sensitive
特朗普只是一个商人，更是一个政治素人，美国如此发达的国家为什么会选其当总统？,news_world,6552240226188656899,non-sensitive
美国爸爸在网上分享了妻子的剖腹产账单，原来在美国生孩子这么贵,news_world,6552393914991510019,non-sensitive
美国参议员麦凯恩说他的葬礼上不请特朗普，大家怎么看？,news_world,6552378033334911235,non-sensitive
我国大量的进口的国外大豆，用到哪里去了呢？看完才明白！,news_agriculture,6552376326253183492,non-sensitive
给植物喷施硫酸亚铁的浓度是多少才合适？,news_agriculture,6552130793114697988,non-sensitive
稻种有缺陷水稻大减产,news_agriculture,6552294626730967565,non-sensitive
小记——我记忆中最温暖的时光,news_agriculture,6552405592005149191,non-sensitive
农村人常常吃的野菜，在专家眼里还有这样的功效！,news_agriculture,6552383605727822343,non-sensitive
5月上中旬，小麦要高产还需怎么样管理？选择什么药剂？,news_agriculture,6552371148917572104,non-sensitive
蟹塘水浑浊的原因及处理方案,news_agriculture,6552427484879520264,non-sensitive
4.5都有了！猪场下一步该怎么走？,news_agriculture,6552460614294307335,non-sensitive
猪价持续低迷，影响猪价的因素有哪些，该如何扶持，才能减少养猪大户的亏损？,news_agriculture,6552363028841496835,non-sensitive
东北经济的下一个增长点在哪里？,news_agriculture,6552302857108848909,non-sensitive
母猪产仔咬仔猪怎么办？,news_agriculture,6552274062431748360,non-sensitive
悄悄告诉你，如今不少果农选择这些“金牌”果树，果子清甜可口,news_agriculture,6552273537967587854,non-sensitive
养家糊口的农村妇女千千万，能把特产卖成王的只有麻城这一个,news_agriculture,6552473582419575303,non-sensitive
每袋135元的肥料最多值60多元！忽悠团联合村干部合伙坑害农民！,news_agriculture,6552483180442550787,non-sensitive
观点：部分贫困群众各种“怕”是迟滞脱贫因素,news_agriculture,6552281735004946948,non-sensitive
江西“落单”白鹤恢复状态良好 明日乘飞机至吉林放飞,news_agriculture,6552450087862141443,non-sensitive
茄果类高产第一步,news_agriculture,6552299652446683651,non-sensitive
奇怪的现象，这个时代为什么只有粮食不值钱？,news_agriculture,6552308738613576195,non-sensitive
农村集市上的鱼，新鲜又便宜，白鲢是做麻辣鱼的最佳选择,news_agriculture,6552374507544248840,non-sensitive
「招人烦」的村第一书记,news_agriculture,6552418785821721101,non-sensitive
王者荣耀排位征召，非你们不ban,news_game,6552414017632076291,non-sensitive
《王者荣耀》的哪个英雄或者哪个技能最让你怀念呢？,news_game,6552313359310520580,non-sensitive
《荒野行动》90%的人都不知道的钻石获取方式！不用太浪费了,news_game,6552109385831678472,non-sensitive
王者荣耀的哪个英雄或者哪个技能最让你怀念呢？,news_game,6552136830970495236,non-sensitive
英雄联盟最秀的AD中单，男刀第三，第一秀到你怀疑人生,news_game,6552282323356746247,non-sensitive
同等经济哪4个英雄最能抗伤害，白起难入榜，第一名没四个人打不死,news_game,6552486585403703822,non-sensitive
MSI入围赛Day4第一场：PGM 0-1 SUP，SUP再取一胜领跑B组,news_game,6552412702134764036,non-sensitive
绝地求生5月份新版本都有哪些改动？,news_game,6552366221033996551,non-sensitive
《王者荣耀》有哪些法师不依赖铭文？,news_game,6552477550457651463,non-sensitive
《王者荣耀》有哪些法师不依赖铭文？,news_game,6552488567233315075,non-sensitive
Uzi获得冠军后直播首秀730万人气，首局游戏老鼠拿下五杀,news_game,6552449708617368077,non-sensitive
DNF：玩家打团时睡着了，为了守护阿拉德大陆殚精竭虑,news_game,6552339306956980743,non-sensitive
王者荣耀中这些情侣CP，你觉得哪对最虐汪？,news_game,6552436963197059598,non-sensitive
2018季中冠军赛第四日赛事前瞻：B组入围赛谁能觐见FW？,news_game,6552303102945395213,non-sensitive
如果迷你世界和Mc相互PK，你觉的谁会赢？,news_game,6552354100946665735,non-sensitive
旅行青蛙中国之旅什么时候上线 中国之旅上线时间一览,news_game,6552312485871878663,non-sensitive
为什么《辐射4》被很多老玩家喷？,news_game,6552272739510518029,non-sensitive
你玩的第一款网络游戏什么？,news_game,6552391553426391303,non-sensitive
我的世界有多少个遗迹？种子是什么？,news_game,6552278657048510734,non-sensitive
网易新游《第五人格》到底在玩什么？,news_game,6552399691764465927,non-sensitive
上联：一片彩霞迎旭日，怎么对下联？,news_culture,6552127522933309703,non-sensitive
从《中庸》到《声律启蒙》，不一样的小朋友，一样的萌｜赵师汉学,news_culture,6552455667020464654,non-sensitive
鼻烟壶是什么？做什么用的？,news_culture,6552336898092695821,non-sensitive
新时代武侠小说的开山鼻祖到底是谁？,news_culture,6552444720486809870,non-sensitive
你心目中的伟人是谁？,news_culture,6552360098616836365,non-sensitive
上联：院中红杏多浇水，下联怎么对？,news_culture,6552318647426089219,non-sensitive
《西游记》最后为什么两个和尚要向唐僧他们收贿赂才肯把真经给他们？,news_culture,6552337670561857799,non-sensitive
你见过最狂的一句诗词是什么？,news_culture,6552288059243626760,non-sensitive
大三学生，最近书荒得厉害，有什么好看的书单推荐？,news_culture,6552413128812921095,non-sensitive
古代的状元放到现在是不是大学生？,news_culture,6552129543635730696,non-sensitive
什么是方法论？怎么掌握方法论？,news_culture,6552433617371398407,non-sensitive
画家杨象乔以作品《蚩尤》讴歌民族精神,news_culture,6552447434755146243,non-sensitive
有哪些文学霸气句子？,news_culture,6552414539290247437,non-sensitive
上联：清源山中鸟鸣喧，下联如何对？,news_culture,6552403226354778381,non-sensitive
中国赠送马克思雕像在德国特里尔揭幕,news_culture,6552342390286320135,non-sensitive
诸葛亮能借东风火烧曹营，为什么火烧司马懿却没料到会下雨？,news_culture,6552206417409868039,non-sensitive
上联：青山翠竹好时光，如何对下联？,news_culture,6552267795789250819,non-sensitive
上联：连天风雨送四月，如何对下联？,news_culture,6552182374606569741,non-sensitive
会龙二字作一对联，最好将二字分别放在上下联的头一字，如何作？,news_culture,6552128002312896772,non-sensitive
你心目中的伟人是谁？,news_culture,6552336664591597837,non-sensitive
女神来了！汤唯着浅V白裙秀美腿出席活动 大方挥手笑容温暖迷人,news_entertainment,6552489357805093389,non-sensitive
麦莉·赛勒斯去电视台录节目，她真是越来越美！,news_entertainment,6552311770151649796,non-sensitive
瑞安雷诺兹分享死侍复仇者拒绝信,news_entertainment,6552342421387084292,non-sensitive
白敬亭奶凶登上热搜，可爱又帅气的白侦探，调皮起来也是又奶又凶,news_entertainment,6552377030304858631,non-sensitive
《后来的我们》都成长了 那么你懂得珍惜了么,news_entertainment,6552350528137855502,non-sensitive
出生到现在从来没有谈过恋爱？不可置信的母胎单身偶像TOP7,news_entertainment,6552468411610300935,non-sensitive
《街舞》总决赛韩宇pk田一德夺冠，网友：可惜杨文昊battle没看够,news_entertainment,6552258492902670852,non-sensitive
娱乐圈不吸烟的乖乖男，马天宇张艺兴上榜，他因不吸烟有不老容颜,news_entertainment,6552168471738712584,non-sensitive
刘德华的吃相、刘晓庆的吃相、徐峥的吃相，最后一个最丑让人恶心,news_entertainment,6552390995558793735,non-sensitive
笑笑宣布离婚：人命关天，各位兄弟也别说啥了,news_entertainment,6552452321333215752,non-sensitive
史诗级奇幻大片《阿修罗》将于暑期上映，吴磊领衔剧照流出,news_entertainment,6552315418969637379,non-sensitive
怎么评价潘乱写的《腾讯没有梦想》？,news_entertainment,6552293881772245261,non-sensitive
《创造101》黄子韬battle王一博，你更喜欢谁？,news_entertainment,6552455474866815491,non-sensitive
到底娱乐圈有多难混？,news_entertainment,6552462629913231629,non-sensitive
丁海寅C位被骂，对比金秀贤螃蟹步，网友群嘲：想红想疯了！,news_entertainment,6552391788840092173,non-sensitive
林允骂哭同剧演员？金晨自爆恋情？大S吓跑投资人？,news_entertainment,6552857959766950404,non-sensitive
谢楠带儿子现身，吴所谓一身潮装对镜卖萌，网友：一点都不像吴京,news_entertainment,6552456830994350595,non-sensitive
大侦探：导演为杨幂发声怒怼网友，但韩雪、鬼鬼、王嘉尔才更憋屈！,news_entertainment,6552445745092362765,non-sensitive
